Area Code,Area Code (M49),M49 Code,Area,Item Code (FBS),Item Code,Item,Year,target_year,result_type,food_supply_kcal_cap_day,eligible_for_2024_scoring,scoring_exclusion_reason,predicted_shortage_probability,risk_band,predicted_shortage_warning,evidence_review_level,eligible_for_headline_ranking,headline_ranking_exclusion_reason,missing_locked_feature_count,numeric_features_outside_training_range_count,non_year_features_outside_training_range_count,unknown_model_category_count,pair_has_historical_training_support,pair_historical_rows,pair_historical_shortages,pair_historical_shortage_rate,pair_predictor_year_start,pair_predictor_year_end,production_status,recorded_element_count,source_absent_element_count,source_present_missing_element_count,recorded_zero_element_count,recorded_negative_element_count,supply_outcome_recorded_count,supply_outcomes_complete,negative_domestic_supply_flag
195,'686,686,Senegal,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,207.85,True,Eligible for prospective scoring,0.014414862914862912,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,18,1,1,1,0,5,True,False
74,'266,266,Gabon,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,436.49,True,Eligible for prospective scoring,0.014168253968253967,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,20,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,No production source row,15,5,0,4,0,5,True,False
238,'231,231,Ethiopia,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,471.23,True,Eligible for prospective scoring,0.013346825396825395,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,2,1,5,True,False
75,'270,270,Gambia,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,14.56,True,Eligible for prospective scoring,0.01266190476190476,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,18,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,15,4,1,3,0,5,True,False
251,'894,894,Zambia,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,856.78,True,Eligible for prospective scoring,0.012403968253968256,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,1,0,5,True,False
59,'818,818,Egypt,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,1048.7,True,Eligible for prospective scoring,0.012292424242424244,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,1,1,5,True,False
193,'678,678,Sao Tome and Principe,'S2535,2535,Yams,2023,2024,Model-generated 2024 early-warning estimate,17.9,True,Eligible for prospective scoring,0.01178095238095238,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,28,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,14,5,1,4,0,4,False,False
215,'834,834,United Republic of Tanzania,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,723.66,True,Eligible for prospective scoring,0.011680158730158728,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,1,0,5,True,False
114,'404,404,Kenya,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,530.69,True,Eligible for prospective scoring,0.011604761904761906,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,0,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,20,0,0,2,0,5,True,False
107,'384,384,Côte d'Ivoire,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,691.22,True,Eligible for prospective scoring,0.010854761904761907,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,0,0,5,True,False
137,'480,480,Mauritius,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,883.8,True,Eligible for prospective scoring,0.010374603174603175,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,24,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,No production source row,16,3,1,2,0,5,True,False
143,'504,504,Morocco,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,1361.15,True,Eligible for prospective scoring,0.009866666666666666,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,2,0,1,0,5,True,False
147,'516,516,Namibia,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,455.42,True,Eligible for prospective scoring,0.009316666666666668,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,2,0,4,0,5,True,False
81,'288,288,Ghana,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,342.55,True,Eligible for prospective scoring,0.009084126984126984,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,1,1,0,1,5,True,False
107,'384,384,Côte d'Ivoire,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,16.36,True,Eligible for prospective scoring,0.008733333333333334,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,7,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,4,0,5,True,False
35,'132,132,Cabo Verde,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,7.04,True,Eligible for prospective scoring,0.008681746031746032,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,22,1,0,0,True,12.0,0.0,0.0,2011.0,2022.0,Recorded zero production,16,3,1,6,0,5,True,False
32,'120,120,Cameroon,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,391.02,True,Eligible for prospective scoring,0.0079,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,3,1,1,0,5,True,False
107,'384,384,Côte d'Ivoire,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,9.94,True,Eligible for prospective scoring,0.007866666666666666,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,2,0,4,0,5,True,False
193,'678,678,Sao Tome and Principe,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,16.78,True,Eligible for prospective scoring,0.0073,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,27,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,14,5,1,4,0,5,True,False
195,'686,686,Senegal,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,792.82,True,Eligible for prospective scoring,0.005383333333333334,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,1,0,5,True,False
7,'024,024,Angola,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,5.27,True,Eligible for prospective scoring,0.004966666666666667,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,7,1,0,0,True,12.0,1.0,0.08333333333333333,2010.0,2022.0,Recorded positive production,18,2,0,3,0,5,True,False
46,'178,178,Congo,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,22.82,True,Eligible for prospective scoring,0.004833333333333333,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,11,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,3,0,4,0,5,True,False
184,'646,646,Rwanda,'S2535,2535,Yams,2023,2024,Model-generated 2024 early-warning estimate,8.95,True,Eligible for prospective scoring,0.0044380952380952375,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,27,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,14,5,1,3,0,4,False,False
90,'324,324,Guinea,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,966.07,True,Eligible for prospective scoring,0.0028666666666666662,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,4,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,2,0,5,True,False
46,'178,178,Congo,'S2535,2535,Yams,2023,2024,Model-generated 2024 early-warning estimate,5.87,True,Eligible for prospective scoring,0.0024333333333333334,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,24,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,15,5,0,4,0,5,True,False
123,'430,430,Liberia,'S2535,2535,Yams,2023,2024,Model-generated 2024 early-warning estimate,8.41,True,Eligible for prospective scoring,0.0,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,27,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,14,6,0,3,0,5,True,False
4,'012,012,Algeria,'S2517,2517,Millet and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,61,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,5,14,1,2,0,2,False,False
4,'012,012,Algeria,'S2518,2518,Sorghum and products,2023,2024,Not scored,0.17,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,17,10,9,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,16,4,0,8,0,5,True,False
4,'012,012,Algeria,'S2532,2532,Cassava and products,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,44,9,8,0,False,0.0,0.0,,0.0,0.0,No production source row,12,7,1,6,0,5,True,False
4,'012,012,Algeria,'S2535,2535,Yams,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,95,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,0,17,3,0,0,0,False,False
4,'012,012,Algeria,'S2552,2552,Groundnuts,2023,2024,Not scored,0.76,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,11,5,4,0,True,1.0,0.0,0.0,2010.0,2010.0,Recorded positive production,17,3,0,4,0,5,True,False
7,'024,024,Angola,'S2518,2518,Sorghum and products,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,8,10,9,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,18,2,0,11,0,5,True,False
7,'024,024,Angola,'S2535,2535,Yams,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,74,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,4,15,1,4,0,2,False,False
20,'072,072,Botswana,'S2517,2517,Millet and products,2023,2024,Not scored,2.95,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,8,2,1,0,True,8.0,2.0,0.25,2010.0,2021.0,Recorded positive production,18,2,0,8,0,5,True,False
20,'072,072,Botswana,'S2532,2532,Cassava and products,2023,2024,Not scored,0.01,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,48,9,8,0,False,0.0,0.0,,0.0,0.0,No production source row,13,6,1,9,0,5,True,False
20,'072,072,Botswana,'S2535,2535,Yams,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,48,10,9,0,False,0.0,0.0,,0.0,0.0,No production source row,13,6,1,10,0,5,True,False
233,'854,854,Burkina Faso,'S2532,2532,Cassava and products,2023,2024,Not scored,1.89,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,16,7,6,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,17,2,1,4,0,5,True,False
233,'854,854,Burkina Faso,'S2535,2535,Yams,2023,2024,Not scored,4.88,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,10,2,1,0,True,9.0,1.0,0.1111111111111111,2010.0,2021.0,Recorded positive production,16,3,1,1,0,5,True,False
35,'132,132,Cabo Verde,'S2517,2517,Millet and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,74,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,4,15,1,4,0,2,False,False
35,'132,132,Cabo Verde,'S2518,2518,Sorghum and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,95,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,0,16,4,0,0,0,False,False
35,'132,132,Cabo Verde,'S2535,2535,Yams,2023,2024,Not scored,0.01,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,52,10,9,0,False,0.0,0.0,,0.0,0.0,No production source row,11,9,0,6,0,5,True,False
45,'174,174,Comoros,'S2517,2517,Millet and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,95,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,0,8,12,0,0,0,False,False
45,'174,174,Comoros,'S2518,2518,Sorghum and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,95,5,4,0,False,0.0,0.0,,0.0,0.0,No production source row,0,15,5,0,0,0,False,False
46,'178,178,Congo,'S2517,2517,Millet and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,49,4,3,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,7,12,1,2,0,2,False,False
46,'178,178,Congo,'S2518,2518,Sorghum and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,69,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,5,14,1,5,0,2,False,False
250,'180,180,Democratic Republic of the Congo,'S2517,2517,Millet and products,2023,2024,Not scored,2.12,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,12,3,2,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,17,2,1,4,0,5,True,False
250,'180,180,Democratic Republic of the Congo,'S2518,2518,Sorghum and products,2023,2024,Not scored,0.64,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,13,7,6,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,16,3,1,6,0,5,True,False
250,'180,180,Democratic Republic of the Congo,'S2535,2535,Yams,2023,2024,Not scored,2.38,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,16,3,2,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,15,3,2,2,0,4,False,False
72,'262,262,Djibouti,'S2517,2517,Millet and products,2023,2024,Not scored,0.01,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,49,9,8,0,False,0.0,0.0,,0.0,0.0,No production source row,12,7,1,8,0,5,True,False
72,'262,262,Djibouti,'S2532,2532,Cassava and products,2023,2024,Not scored,0.14,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,50,10,9,0,False,0.0,0.0,,0.0,0.0,No production source row,12,7,1,7,0,5,True,False
72,'262,262,Djibouti,'S2535,2535,Yams,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,95,5,4,0,False,0.0,0.0,,0.0,0.0,No production source row,0,9,11,0,0,0,False,False
59,'818,818,Egypt,'S2517,2517,Millet and products,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,39,11,10,0,False,0.0,0.0,,0.0,0.0,No production source row,13,5,2,9,2,5,True,True
59,'818,818,Egypt,'S2532,2532,Cassava and products,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,43,10,9,0,False,0.0,0.0,,0.0,0.0,No production source row,13,5,2,10,0,5,True,False
59,'818,818,Egypt,'S2535,2535,Yams,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,92,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,0,16,4,0,0,0,False,False
209,'748,748,Eswatini,'S2517,2517,Millet and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,65,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,6,14,0,6,0,2,False,False
209,'748,748,Eswatini,'S2532,2532,Cassava and products,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,48,10,9,0,False,0.0,0.0,,0.0,0.0,No production source row,13,6,1,11,0,5,True,False
209,'748,748,Eswatini,'S2535,2535,Yams,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,90,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,4,7,9,4,0,2,False,False
238,'231,231,Ethiopia,'S2532,2532,Cassava and products,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,49,10,9,0,False,0.0,0.0,,0.0,0.0,No production source row,11,6,3,11,0,4,False,False
238,'231,231,Ethiopia,'S2535,2535,Yams,2023,2024,Not scored,0.79,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,17,7,6,0,True,3.0,1.0,0.3333333333333333,2010.0,2012.0,Recorded positive production,16,3,1,5,0,5,True,False
74,'266,266,Gabon,'S2517,2517,Millet and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,69,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,5,15,0,5,0,2,False,False
74,'266,266,Gabon,'S2518,2518,Sorghum and products,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,55,10,9,0,False,0.0,0.0,,0.0,0.0,No production source row,11,6,3,11,0,4,False,False
75,'270,270,Gambia,'S2535,2535,Yams,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,95,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,0,8,12,0,0,0,False,False
90,'324,324,Guinea,'S2518,2518,Sorghum and products,2023,2024,Not scored,4.27,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,6,2,1,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,17,2,1,4,0,5,True,False
175,'624,624,Guinea-Bissau,'S2535,2535,Yams,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,58,11,10,0,False,0.0,0.0,,0.0,0.0,No production source row,11,9,0,10,0,5,True,False
114,'404,404,Kenya,'S2535,2535,Yams,2023,2024,Not scored,0.25,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,16,7,6,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,16,2,2,5,1,5,True,False
122,'426,426,Lesotho,'S2517,2517,Millet and products,2023,2024,Not scored,0.01,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,49,9,8,0,False,0.0,0.0,,0.0,0.0,No production source row,12,7,1,8,0,5,True,False
122,'426,426,Lesotho,'S2532,2532,Cassava and products,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,49,10,9,0,False,0.0,0.0,,0.0,0.0,No production source row,12,7,1,12,0,5,True,False
122,'426,426,Lesotho,'S2535,2535,Yams,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,49,10,9,0,False,0.0,0.0,,0.0,0.0,No production source row,12,8,0,11,0,5,True,False
122,'426,426,Lesotho,'S2552,2552,Groundnuts,2023,2024,Not scored,4.38,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,42,2,1,0,True,5.0,0.0,0.0,2017.0,2022.0,No production source row,11,8,1,1,0,5,True,False
123,'430,430,Liberia,'S2514,2514,Maize and products,2023,2024,Not scored,2.47,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,30,4,3,0,True,2.0,0.0,0.0,2011.0,2012.0,No production source row,13,6,1,2,0,5,True,False
123,'430,430,Liberia,'S2517,2517,Millet and products,2023,2024,Not scored,0.01,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,54,10,9,0,False,0.0,0.0,,0.0,0.0,No production source row,11,9,0,7,0,5,True,False
123,'430,430,Liberia,'S2518,2518,Sorghum and products,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,57,12,11,0,False,0.0,0.0,,0.0,0.0,No production source row,10,9,1,10,0,4,False,False
124,'434,434,Libya,'S2517,2517,Millet and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,45,4,3,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,8,11,1,4,0,2,False,False
124,'434,434,Libya,'S2518,2518,Sorghum and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,64,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,5,14,1,2,0,2,False,False
124,'434,434,Libya,'S2532,2532,Cassava and products,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,55,14,13,0,False,0.0,0.0,,0.0,0.0,No production source row,10,9,1,10,0,4,False,False
124,'434,434,Libya,'S2535,2535,Yams,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,95,5,4,0,False,0.0,0.0,,0.0,0.0,No production source row,0,9,11,0,0,0,False,False
129,'450,450,Madagascar,'S2517,2517,Millet and products,2023,2024,Not scored,0.01,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,49,9,8,0,False,0.0,0.0,,0.0,0.0,No production source row,12,6,2,8,0,5,True,False
129,'450,450,Madagascar,'S2518,2518,Sorghum and products,2023,2024,Not scored,3.9,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,14,2,1,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,16,2,2,4,0,5,True,False
129,'450,450,Madagascar,'S2535,2535,Yams,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,95,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,0,17,3,0,0,0,False,False
129,'450,450,Madagascar,'S2552,2552,Groundnuts,2023,2024,Not scored,1.01,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,10,6,5,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,16,3,1,1,2,5,True,True
130,'454,454,Malawi,'S2535,2535,Yams,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,49,10,9,0,False,0.0,0.0,,0.0,0.0,No production source row,12,7,1,12,0,5,True,False
136,'478,478,Mauritania,'S2532,2532,Cassava and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,78,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,4,8,8,4,0,2,False,False
136,'478,478,Mauritania,'S2535,2535,Yams,2023,2024,Not scored,1.35,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,29,7,6,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,14,5,1,5,0,4,False,False
136,'478,478,Mauritania,'S2552,2552,Groundnuts,2023,2024,Not scored,1.32,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,19,3,2,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,16,3,1,4,0,5,True,False
137,'480,480,Mauritius,'S2517,2517,Millet and products,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,67,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,5,13,2,2,0,2,False,False
137,'480,480,Mauritius,'S2518,2518,Sorghum and products,2023,2024,Not scored,0.01,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,85,5,4,0,False,0.0,0.0,,0.0,0.0,No production source row,12,7,1,8,0,5,True,False
137,'480,480,Mauritius,'S2535,2535,Yams,2023,2024,Not scored,,False,Current 2023 calorie availability is missing,,,,Not scored,False,Observation was not eligible for scoring,79,4,3,0,False,0.0,0.0,,0.0,0.0,No production source row,3,17,0,3,0,1,False,False
143,'504,504,Morocco,'S2517,2517,Millet and products,2023,2024,Not scored,2.55,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,7,3,2,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,18,2,0,4,0,5,True,False
143,'504,504,Morocco,'S2518,2518,Sorghum and products,2023,2024,Not scored,0.05,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,8,9,8,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,18,2,0,8,0,5,True,False
143,'504,504,Morocco,'S2532,2532,Cassava and products,2023,2024,Not scored,0.06,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,53,9,8,0,False,0.0,0.0,,0.0,0.0,No production source row,11,8,1,6,0,5,True,False
143,'504,504,Morocco,'S2535,2535,Yams,2023,2024,Not scored,0.0,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,54,10,9,0,False,0.0,0.0,,0.0,0.0,No production source row,11,9,0,9,0,5,True,False
143,'504,504,Morocco,'S2552,2552,Groundnuts,2023,2024,Not scored,0.49,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,11,5,4,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,17,3,0,2,2,5,True,False
144,'508,508,Mozambique,'S2517,2517,Millet and products,2023,2024,Not scored,4.02,False,Current 2023 calorie availability is below 5 kcal/person/day,,,,Not scored,False,Observation was not eligible for scoring,13,2,1,0,True,12.0,2.0,0.16666666666666666,2010.0,2022.0,Recorded positive production,16,2,2,4,0,5,True,False
